Servicio de salud|Categoría|Cargo|Cometido
CESFAM|PROMOCIÓN|PROFESIONAL CONSULTOR/A EN LACTANCIA MATERNA|Capacitar a equipos de salud en el manejo clínico y educación de la Lactancia Materna y amamantamiento.
CESFAM|PROMOCIÓN|PROFESIONAL CONSULTOR/A EN LACTANCIA MATERNA|Asesorar en habilitación de espacios que apoyen y fomenten la Lactancia materna.
CESFAM|PROMOCIÓN|PROFESIONAL CONSULTOR/A EN LACTANCIA MATERNA|Asesorar en implementación de Sala de Lactancia Materna.
CESFAM|PROMOCIÓN|PROFESIONAL CONSULTOR/A EN LACTANCIA MATERNA|Capacitar en uso y generar material de apoyo para sensibilizar a la comunidad beneficiaria de Sala de Lactancia.
CESFAM|PROMOCIÓN|PROFESIONAL CONSULTOR/A EN LACTANCIA MATERNA|Capacitación a la comunidad en Lactancia Materna para generar grupos de apoyo a la Lactancia Materna.
CESFAM|PROMOCIÓN|PROFESIONAL CONSULTOR/A EN LACTANCIA MATERNA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|TERAPEUTA MEDICINA COMPLEMENTARIA PARA PROMOCIÓN ACT. TABACO|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|TERAPEUTA MEDICINA COMPLEMENTARIA PARA PROMOCIÓN ACT. TABACO|Programar y realizar intervenciones a tres grupos, con la finalidad de lograr el abandono del hábito tabáquico, implementando técnicas de medicina tradicional china.
CESFAM|PROMOCIÓN|TERAPEUTA MEDICINA COMPLEMENTARIA PARA PROMOCIÓN ACT. TABACO|Llevar registro de cada paciente derivado al grupo de terapia e ingresar en ficha reacciones al tratamiento de auriculoterapia y acupuntura
CESFAM|PROMOCIÓN|TERAPEUTA MEDICINA COMPLEMENTARIA PARA PROMOCIÓN ACT. TABACO|Realizar controles de pacientes y estados de avances para posible cambio de tratamiento después de la segunda consulta a otros métodos de medicina alternativa.
CESFAM|PROMOCIÓN|TERAPEUTA MEDICINA COMPLEMENTARIA PARA PROMOCIÓN ACT. TABACO|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL DE ALIMENTACIÓN|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL DE ALIMENTACIÓN|Realizar charlas educativas dirigidas a la comunidad, colegios municipalizados, Juntas de Vecinos y otros, con el tema de la Ley N.º 20.606 Etiquetado Nutricional y Alimentación., en cumplimiento a lo establecido en el Plan de Promoción.
CESFAM|PROMOCIÓN|PROFESIONAL DE ALIMENTACIÓN|Realizar supervisiones y asesorías
CESFAM|PROMOCIÓN|PROFESIONAL DE ALIMENTACIÓN|Realizar taller de cocina saludable en vitavecino dirigidas a las integrantes de la comunidad activa.
CESFAM|PROMOCIÓN|PROFESIONAL DE ALIMENTACIÓN|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO|Realizar talleres sobre Huertos Orgánicos, dirigidos a la comunidad en donde se enseñe implementación de Los Granos y las Semillas, Cocina Vegetariana, Cultivos de Hierbas y Espiral de Hierbas, Cocina con Plantas Silvestres, Sopas y Cremas, Postres Saludables, Panes, entre otros.
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO|Realización de talleres sobre Cultivo orgánico para casa y departamento, Preparación de almácigos, siembra directa y trasplante, tipos de siembra, identificación de sustratos adecuados, riego, cuidados y trasplante, Espiral de Hierbas, Hierbas culinarias, medicinales y alimentación saludable.
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO EN COCINA|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO EN COCINA|Realizar programas de cocina, cocina en vivo y / o talleres abiertos a los a la comunidad
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO EN COCINA|Educar en propiedades, aplicaciones y preparaciones de diversos tipos de alimentos a la comunidad
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO EN COCINA|Difundir y/o preparar recetas saludables en talleres, eventos y/o a través de redes sociales u otros medios de difusión masiva.
CESFAM|PROMOCIÓN|PROFESIONAL O TÉCNICO EN COCINA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL, TÉCNICO O INSTRUCTOR ACTIVIDAD FÍSICA|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL, TÉCNICO O INSTRUCTOR ACTIVIDAD FÍSICA|Realizar talleres de actividad física a comunidad, segmentada por grupo etario y considerando las necesidades y requerimientos de cada grupo de la población, tales como clases de deportes, baile entretenido y/o acondicionamiento físico.
CESFAM|PROMOCIÓN|PROFESIONAL, TÉCNICO O INSTRUCTOR ACTIVIDAD FÍSICA|Ejecutar talleres de actividad física en Programas permanentes relacionados al área de salud
CESFAM|PROMOCIÓN|PROFESIONAL, TÉCNICO O INSTRUCTOR ACTIVIDAD FÍSICA|Motivar la práctica de la actividad física mediante juegos, dinámicas y/o concursos.
CESFAM|PROMOCIÓN|PROFESIONAL, TÉCNICO O INSTRUCTOR ACTIVIDAD FÍSICA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Realizar talleres abiertos a la comunidad que incluyan prácticas de terapias complementarias tales como terapia floral, acupuntura, fitoterapia, maso terapia, entre otras con la finalidad de potenciar la creatividad, autoconocimiento y autoestima.
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Facilitar el manejo del estrés, la prevención de dolores, el bienestar físico y emocional
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Permitir la integración de distintos grupos etarios en las actividades.
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL|Actividades requeridas para responder a las exigencias al plan de salud comunal
CESFAM|PROMOCIÓN|PROFESIONAL|Liderar y gestionar diálogo ciudadano, diagnóstico participativo, escuelas de gestores sociales u otra actividad de participación comunitaria
CESFAM|PROMOCIÓN|PROFESIONAL|Realizar una sistematización y plan de trabajo de la actividad realizada y elaborar un informe con resultado de las actividades con la comunidad.
CESFAM|PROMOCIÓN|PROFESIONAL|Coordinación técnica con equipo comunal para afinar detalles de la temática a abordar y grupo objetivo.
CESFAM|PROMOCIÓN|PROFESIONAL|Selección y Capacitación a facilitadores(as) y secretarios(as) de mesa de trabajo del CESFAM
CESFAM|PROMOCIÓN|PROFESIONAL|Definición de ámbitos operacionales: Convocatoria, lugar de realización, autoridades asistentes; definición de material a entregar, diseño de invitaciones, etc.
CESFAM|PROMOCIÓN|PROFESIONAL|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Realizar sesiones teórico prácticas en el entorno escolar, en relación a necesidades señaladas por las direcciones de colegios municipalizados y/o otros
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Tratar temas relacionadas con el autoconocimiento, relaciones interpersonales, desarrollo emocional, autoestima de los escolares y/o temas de salud de interés en el entorno escolar.
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Las actividades las deberá realizar a través de: dinámicas, ejercicios grupales, corporales, etc. Que permitan a los alumnos trabajar de manera individual y grupal.
CESFAM|PROMOCIÓN|PROFESIONAL O TERAPEUTA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL PSICÓLOGO Y/O SOCIÓLOGO|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL PSICÓLOGO Y/O SOCIÓLOGO|Realizar actividades de relatoría y/o coaching para equipos directivos de salud que incluya actividades de desarrollo organizacional y autocuidado de los equipos.
CESFAM|PROMOCIÓN|PROFESIONAL PSICÓLOGO Y/O SOCIÓLOGO|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL ABOGADO|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL ABOGADO|Realizar actividades de relatoría, asesoría y capacitación al equipo CESFAM en aspectos relacionados con la Ley APS 19.378, Estatuto de Atención Primaria de Salud Municipal.
CESFAM|PROMOCIÓN|PROFESIONAL ABOGADO|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL PERIODISTA|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO, SEREMI y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL PERIODISTA|Realizar diseño de gráficas e infografías visualmente atractivas y cumpliendo con requerimientos municipales/ y de la autoridad sanitaria. 
CESFAM|PROMOCIÓN|PROFESIONAL PERIODISTA|Crear contenidos visuales para campañas que se requieran desde dirección CESFAM, DSSE entre otras.
CESFAM|PROMOCIÓN|PROFESIONAL PERIODISTA|Adaptar las gráficas para su uso en diversas plataformas (digital, impresa, redes sociales), asegurando que sean accesibles y atractivas en todos los formatos.
CESFAM|PROMOCIÓN|PROFESIONAL PERIODISTA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Brindar atención psiquiátrica de carácter clínica, integral y especializada a un número determinado de personas adultas, que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión médica.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Realizar evaluación y diagnóstico psiquiátrico de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Participar en su calidad de médico en actividades institucionales que le sean solicitadas.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Participar en la elaboración de planes de cuidados integrales de pacientes.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Llevar registro en ficha clínica de diagnósticos, indicaciones, prescripción farmacológica y seguimiento del estado de salud de cada usuario sujeto de atención psiquiátrica, así como en todos los formularios que se puedan incorporar en protocolos y/o patologías GES como No GES.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Elaborar informes médico psiquiátricos que le sean solicitados.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA ADULTO|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Brindar atención psiquiátrica de carácter clínica, integral y especializada a un número determinado de niños, niñas y adolescentes menores de 18 años, que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión médica.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Realizar evaluación y diagnóstico psiquiátrico de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Participar en su calidad de médico en actividades institucionales que le sean solicitadas.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Participar en la elaboración de planes de cuidados integrales de pacientes.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Llevar registro en ficha clínica de diagnósticos, indicaciones, prescripción farmacológica y seguimiento del estado de salud de cada usuario sujeto de atención psiquiátrica, así como en todos los formularios que se puedan incorporar en protocolos y/o patologías GES como No GES.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Elaborar informes médico psiquiátricos que le sean solicitados.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA A UNIDAD DE MEDICINA|MÉDICO CON ESPECIALIDAD EN PSIQUIATRÍA INFANTO JUVENIL|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Brindar atención psicológica de carácter clínica, integral y especializada a un número determinado de personas adultas, que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Realizar evaluación y diagnóstico del componente psicológico y de factores que gravitan sobre el curso, pronóstico y el proceso de recuperación de los trastornos de Salud Mental y Enfermedades, de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Participar en su calidad de profesional psicólogo/a en actividades institucionales que le sean solicitadas.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Participar en la elaboración de planes de cuidados integrales de pacientes.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Elaborar informes psicológicos que le sean solicitados.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA B|PSICÓLOGO/A ADULTOS|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Brindar atención psicológica de carácter clínica, integral y especializada a un número determinado de niños, niñas y adolescentes menores de 18 años, que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Realizar evaluación y diagnóstico del componente psicológico y de factores que gravitan sobre el curso, pronóstico y el proceso de recuperación de los trastornos de Salud Mental y Enfermedades, de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Participar en su calidad de profesional psicólogo/a en actividades institucionales que le sean solicitadas.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Participar en la elaboración de planes de cuidados integrales de pacientes.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Elaborar informes psicológicos que le sean solicitados.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA B|PSICÓLOGO/A INFANTO JUVENIL|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Brindar atención social de carácter clínica, integral y especializada a un número determinado de niños, niñas y adolescentes, adultos y familiares de personas usuarias que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Realizar evaluación y diagnóstico del componente social comunitario y de factores que gravitan sobre el curso, pronóstico y el proceso de recuperación de los trastornos de Salud Mental y Enfermedades, de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Participar en su calidad de profesional trabajador/a social en actividades institucionales que le sean solicitadas.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Participar en la elaboración de planes de cuidados integrales de pacientes.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Elaborar informes sociales que le sean solicitados.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA B|TRABAJADOR/A SOCIAL|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Brindar atención de terapia ocupacional de carácter clínica, integral y especializada a un número determinado de niños, niñas y adolescentes, adultos y familiares de personas usuarias que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Realizar evaluación y diagnóstico del componente ocupacional y de factores que gravitan sobre el curso, pronóstico y el proceso de recuperación de los trastornos de Salud Mental y Enfermedades, de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Participar en su calidad de profesional terapeuta ocupacional en actividades institucionales que le sean solicitadas.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Participar en la elaboración de planes de cuidados integrales de pacientes.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
